id,title,authors,publisher,publishedDate,categories,averageRating,ratingsCount,pageCount,language,description
cXBc0QEACAAJ,The Woman in the Bazaar,"Alice Perrin, J Dewar Mills",Anson Street Press,2025-03-29,Fiction,,,0,en,"Explore the complexities of British India through Alice Perrin's ""The Woman in the Bazaar,"" a compelling work of fiction examining the lives of women within a colonial society. Perrin's narrative delves into the social customs and cultural heritage of the time, offering a glimpse into a world shaped by colonialism. This story, meticulously prepared for print republication, provides a window into the British experience in India. Readers interested in stories of women's lives and the impact of col"
zpFNDQAAQBAJ,Of Modern Dragons; and other essays on Genre Fiction:,John Lennard,Lulu.com,2016-10-09,Fiction,,,266,en,A volume of essays exploring some of the best genre fiction of the last 40 years.
cb01yQEACAAJ,Tales of Space and Time,H. G. Wells,,2019-08-24,,,,194,en,Tales of Space and Time is a fantasy and science fiction collection of three short stories and two novellas written by H. G. Wells between 1897 and 1898. It was first published by Doubleday & McClure Co. in 1899.
4dDrnQEACAAJ,The House on the Borderland,William Hope Hodgson,,2013-06-24,,,,,en,"DONALD A. WOLLHEIM ONCE WROTE: THE HOUSE ON THE BORDERLAND is a classic of science fiction that no one who enjoys great imaginative writing should miss. It is a novel not quite like any other ever written—the story of an adventure in time and space that literally spans all of creation, proceeds to witness the end of the Earth and its sun, yet returns to the present to face more mysteries. William Hope Hodgson, who died in the trenches during the First World War, filled, during his brief and bril"
cvL0uwEACAAJ,The Four Just Men,Edgar Wallace,Createspace Independent Publishing Platform,2018-09-15,,,,124,en,"The Four Just Men Edgar Wallace Richard Horatio Edgar Wallace (1 April 1875 - 10 February 1932) was an English writer. Born into poverty as an illegitimate London child, Wallace left school at age 12. He joined the army at age 21 and was a war correspondent during the Second Boer War, for Reuters and the Daily Mail. Struggling with debt, he left South Africa, returned to London, and began writing thrillers to raise income, publishing books including The Four Just Men (1905). Drawing on his time "
vf3CEAAAQBAJ,"Science Fiction, Children's Literature, and Popular Culture",Gary Westfahl,Praeger,2000-04-30,Literary Criticism,,,0,en,"Literature often is central to individual maturation. It typically reflects, in one way or another, the experiences of the reader and the larger strains of society. This book examines representative works of science fiction, children's literature, and popular culture as mirrors of what it means to grow up in the late 20th century world. That world is permeated by technology, and technology thus figures prominently in the process of growing up and in these literary works."
k0dOEQAAQBAJ,Home Fire,Kamila Shamsie,Bloomsbury Publishing,2025-02,Fiction,,,289,en,"_______________ WINNER OF THE WOMEN'S PRIZE FOR FICTION WINNER OF THE LONDON HELLENIC PRIZE A BOOK OF THE YEAR IN THE GUARDIAN, OBSERVER, TELEGRAPH, NEW STATESMAN, EVENING STANDAND AND NEW YORK TIMES _______________ 'The book for our times' - Judges of the Women's Prize 'Elegant and evocative ... A powerful exploration of the clash between society, family and faith in the modern world' - Guardian 'Builds to one of the most memorable final scenes I've read in a novel this century' - New York Time"
lNTgswEACAAJ,Dracula,Bram Stoker,,2017-06-23,,,,220,en,"Dracula is a novel by Irish author Bram Stoker published in 1897, Famous for introducing the character of the vampire Count Dracula, the novel tells the story of Dracula's attempt to move from Transylvania to England so he may find new blood and spread undead curse, and the battle between Dracula and a small group of men and women led by Professor Abraham Van Helsing. Dracula has been assigned to many literary genres including vampire literature, horror fiction, the gothic novel and invasion lit"
4NddkcKkd24C,Dago Red,Bill Pronzini,Lulu.com,2008-03-01,Fiction,,,194,en,"Bill Pronzini invades the Ramble House Sanctuary of Loons with a collection of 22 excursions into the darkest heart of noir. From the perils of familial love in ""Dago Red"" to the deadly TV sports of ""Olaf and the Merchandisers"" Pronzini runs you through a wringer of chills and thrills, with a couple of Nameless Detective stories to keep you grounded. But don't expect the suspense to let up, because there are dangers lurking in the twenty stories that lie in between, each more menacing than the l"
_0W7mgEACAAJ,Social problems through science fiction,Martin H. Greenberg,,1980,,,,355,en,
ayJdzgEACAAJ,Nostromo Illustrated,Joseph Conrad,,2021-03-05,,,,582,en,"Nostromo: A Tale of the Seaboard is a 1904 novel by Joseph Conrad, set in the fictitious South American republic of ""Costaguana"". It was originally published serially in two volumes of T.P.'s Weekly.In 1998, the Modern Library ranked Nostromo 47th on its list of the 100 best English-language novels of the 20th century. It is frequently regarded as amongst the best of Conrad's long fiction; F. Scott Fitzgerald once said, ""I'd rather have written Nostromo than any other novel."""
G4jDPwAACAAJ,The Rolling Stones,Robert A. Heinlein,Baen,2010-04-27,Fiction,5,2,0,en,"One of Heinlein’s Best-Loved Works. By “One of the most influential writers in American literature.” —The New York Times Book Review. The rollicking adventures of the Stone Family on a tour of the Solar System. It all statred when the twins, Castor and Pollux Stone, decided that life on the Lunar colony was too dull and decided to buy their own spaceship and go into business for themselves. Their father thought that was a fine, idea, except that he and Grandma Hazel bought the spaceship and the "
swpJPgAACAAJ,Four and Twenty Blackbirds,Mercedes Lackey,,1998,Detective and mystery stories,,,0,en,"When a murder/suicide spree besieges Alanda, with each incident leaving both killer and victim dead, constable Tal Rufen begins to suspect that the events are linked to a much bigger puzzle."
YxzcswEACAAJ,The Parasite,"Arthur Conan Doyle, Sir",Createspace Independent Publishing Platform,2017-09-08,,,,86,en,"Full text. ''Let me try to reason it out. This woman, by her own explanation, can dominate my nervous organism. She can project herself into my body and take command of it. She has a parasite soul; yes, she is a parasite, a monstrous parasite. She creeps into my frame as the hermit crab does into the whelk's shell. I am powerless! What can I do? I am dealing with forces of which I know nothing. And I can tell no one of my trouble. They would set me down as a madman. Certainly, if it got noised a"
fFz8EAAAQBAJ,The Oxford History of the Novel in English,"Cyrus R. K. Patell, Deborah Lindsay Williams",Oxford University Press,2024-03-05,Literary Criticism,,,737,en,"The Oxford History of the Novel in English is a twelve-volume series presenting a comprehensive, global, and up-to-date history of English-language prose fiction, written by a large, international team of scholars. The series is concerned with novels as a whole, not just the 'literary' novel, and each volume includes chapters on the processes of production, distribution, and reception, and on popular fiction and the fictional sub-genres, as well as outlining the work of major novelists, movement"
C-pmAAAAMAAJ,Contemporary Irish and Welsh Women's Fiction,Linden Peach,,2007,Literary Criticism,,,220,en,"This title is a comparative story of fiction by the late 20th and 21st century women writers from Ireland, Northern Ireland and Wales."
slxguQEACAAJ,The Invisible Man,H. G. Wells,,2018-06-25,,,,148,en,"The Invisible Man is a science fiction novel by H. G. Wells. Originally serialized in Pearson's Weekly in 1897, it was published as a novel the same year. The Invisible Man of the title is Griffin, a scientist who has devoted himself to research into optics and invents a way to change a body's refractive index to that of air so that it neither absorbs nor reflects light and thus becomes invisible. He successfully carries out this procedure on himself, but fails in his attempt to reverse it. An e"
-URaAAAAMAAJ,The Cover of the Mask,Annette Tromly,English Literary Studies,1982,Literary Collections,,,116,en,This book is a careful reading of Charlotte Bronte's first-person narratives that avoids the biographical approach in favor of attending to the complex transformation of personality into art. We see Charlotte Bronte as a formidable and mature artist who is very much in control of the mask through which she speaks.
cO85PgAACAAJ,The Man in the High Castle,Philip K. Dick,,2009,Alternative histories (Fiction),,,0,en,"It is 1962 and the Second World War has been over for seventeen years: people have now had a chance to adjust to the new order. But it's not been easy. The Mediterranean has been drained to make farmland, the population of Africa has virtually been wiped out and America has been divided between the Nazis and the Japanese. In the neutral buffer zone that divides the two superpowers lives the man in the high castle, the author of an underground bestseller, a work of fiction that offers an alternat"
wjFaAAAAMAAJ,Mystery Fiction and Modern Life,R. Gordon Kelly,Univ. Press of Mississippi,1998,LITERARY CRITICISM,,,264,en,"This analysis of the genre shows that the fictional world portrayed by the mystery writer parallels the actual world of the reader. Because daily life is so implausible, readers willingly suspend disbelief as they are absorbed by the pages of detective fiction. This apparent unity of the fictional thriller and veritable circumstance produces a code of modernity that is the essence of the genre. In the light of this concept of modernity Mystery Fiction and Modern Life examines works by Arthur Con"
ygjCSAAACAAJ,The White Mountains,John Christopher,Longman Group,1996-01,Readers (Elementary).,,,88,en,"The titles in this series are mainly new editions of titles in the Longman Simplified English Series. They are suitable for students at upper intermediate level, including those preparing for the Cambridge First Certificate. There is exercise material at the back of each book."
R-W9wgEACAAJ,The Road to Science Fiction,James E. Gunn,,1979,"Science fiction, American",,,,en,
TtPB_vvFVrAC,The Adjacent,Christopher Priest,Hachette UK,2013-06-20,Fiction,,,459,en,"Tibor Tarent, a freelance photographer, is recalled to Britain from Anatolia where his wife Melanie has been killed by insurgent militia. IRGB is a nation living in the aftermath of a bizarre and terrifying terrorist atrocity - hundreds of thousands were wiped out when a vast triangle of west London was instantly annihilated. The authorities think the terrorist attack and the death of Tarent's wife are somehow connected. A century earlier, a stage magician is sent to the Western Front on a secre"
6EwaEAAAQBAJ,The Most Cherished,W. J. May,W.J. May,2021-02-16,Fiction,,,223,en,"Royal Blood has been spilled. That's not an act of defiance, it's an act of war. It all starts with a spark… When Elise and her friends escape the palace, they find themselves in more danger than ever before. A wave of revolution is sweeping across the land, but the odds are against them. The realm is littered with spies and the royal army is hot on their trail. Tensions build as those delicate alliances begin to shatter and break. Confidence wavers as many begin to question if they were better "
o6nfwQEACAAJ,The Tragic Thread in Science Fiction,Robert H. Waugh,,2019-08-20,Literary Criticism,,,236,en,"For decades, Robert H. Waugh has been a scintillating critic of fantasy, horror, and science fiction. A leading analyst of H. P. Lovecraft, Waugh now brings his critical talents to the assessment of an array of fantasy and science fiction writers, past and present. In a trilogy of essays, Waugh studies David Lindsay's pioneering novel A Voyage to Arcturus (1920), probing its relations to the work of Goethe and its distinctive vocabulary. Two essays discuss the largely ignored work of Olaf Staple"
2VSQZwEACAAJ,Postcolonialism and Science Fiction,Jessica Langer,Palgrave Macmillan,2012-01-15,Literary Criticism,,,200,en,"Using close readings and thematic studies of contemporary science fiction and postcolonial theory, ranging from discussions of Japanese and Canadian science fiction to a deconstruction of race and (post)colonialism in World of Warcraft, This book is the first comprehensive study of the complex and developing relationship between the two areas."
AuGHswEACAAJ,The PARASITE a Story,Arthur Conan Doyle,,2017-09-17,,,,29,en,"THE PARASITE A StoryThe Parasite is an 1894 novelette by Sir Arthur Conan Doyle.The main character is a young man known as Austin Gilroy. He studies physiology and knows a professor who is studying the occult. The young man is introduced to a middle-aged woman known as Miss Penclosa, who has a crippled leg and psychic powers. She is a friend of the Professor's wife. The skeptical Gilroy's fianc�e, Agatha, is put into a trance to prove Miss Penclosa's powers. This succeeds and Gilroy begins to go"
yQCZzQEACAAJ,Flush: a Biography,Virginia Woolf,,2020-05,,,,58,en,"Flush: A Biography, an imaginative biography of Elizabeth Barrett Browning's cocker spaniel, is a cross-genre blend of fiction and nonfiction.Commonly read as a modernist consideration of city life seen through the eyes of a dog, Flush serves as a harsh criticism of the supposedly unnatural ways of living in the city. The figure of Elizabeth Barrett Browning in the text is often read as an analogue for other female intellectuals, like Woolf herself, who suffered from illness, feigned or real, as"
5nsxyAEACAAJ,Actions and Reactions,Rudyard Kipling,,2019-07-30,,,,350,en,"Imagine an alternate reality where the man who gave the world The Jungle Book and Gunga Din and The Phantom 'Rickshaw was a science fiction writer - generations before Hugo Gernsbeck and Amazing; before the pulp SF that dominated the thirties; before intellectually prescient Astounding in the forties and sophisticated literary SF magazines like Galaxy and The Magazine Of Fantasy And Science Fiction fifties. Think of it: a world where Rudyard Kipling was a science fiction writer, long before SF a"
M48-DwAAQBAJ,If You Were Me,Sheila O'Flanagan,Hachette UK,2017-12-05,Fiction,,,341,en,"Sheila O'Flanagan's bestseller IF YOU WERE ME will make readers wonder: what would I do if my first love came back into my life? A must-read for fans of Emily Bleeker and Kathryn Hughes, from the No. 1 bestselling author of THE MISSING WIFE: 'Captivating... A page-turner that does not disappoint' Anne M. Miskewitch, Library Journal. You're engaged to a great man. You're on a countdown to your wedding day. You stopped thinking about your first love a long time ago. But what if one unexpected, for"
I4ITufjFf0oC,Midnight's Children,Salman Rushdie,Random House,2010-09-07,Fiction,4,5,683,en,"'A wonderful, rich and humane novel... a classic' Guardian Born at the stroke of midnight at the exact moment of India's independence, Saleem Sinai is a special child. However, this coincidence of birth has consequences he is not prepared for: telepathic powers connect him with 1,000 other 'midnight's children' all of whom are endowed with unusual gifts. Inextricably linked to his nation, Saleem's story is a whirlwind of disasters and triumphs that mirrors the course of modern India at its most "
ovYvyAEACAAJ,One-Minute Flash Fiction,Dave Kilgore,,2019-08,,,,120,en,"This is a book of one-page, monologue-style flash fiction pieces. All one hundred of them are taken directly from Dave Kilgore's book, ""Another 100 Short and Effective Monologues: Original, one-minute pieces for adult actors to use in auditions, classroom, and practice.""Here, in this format, Dave shares these same, brief scenes of drama, comedy, romance, and reverie with all the non-actors who would not normally get to experience them and who appreciate brevity in storytelling. Enjoy.Dave Kilgor"
z1z8TGhqpesC,Short Fiction by Irish Women Writers,"Louise A. DeSalvo, Kathleen Walsh D'Arcy, Katherine Hogan",Beacon Press (MA),1999,Fiction,,,300,en,"One of the first major collections of short fiction by Irish women writers, this representative anthology features 27 stories by such well-known authors as Julia O'Faolain, Mary Lavin, Edna O'Brien, and Ann McKay."
CqRpPgAACAAJ,The Economy of Light,Jack Dann,,2008,Alternative histories (Fiction),,,92,en,
qpMfzgEACAAJ,"Oroonoko: Or, the Royal Slave Illustrated",Aphra Behn,,2020-09-03,,,,96,en,"""Oroonoko: or, the Royal Slave is a short work of prose fiction by Aphra Behn (1640-1689), published in 1688 by William Canning and reissued with two other fictions later that year. The eponymous hero is an African prince from Coramantien who is tricked into slavery and sold to British colonists in Surinam where he meets the narrator. Behn's text is a first-person account of his life, love, rebellion, and execution.Behn, often cited as the first known professional female writer,[1] was a success"
by4OzgEACAAJ,The Lifted Veil Annotated,George Eliot,,2020-11-24,,,,60,en,"The Lifted Veil is a novella by George Eliot, first published in 1859. Quite unlike the realistic fiction for which Eliot is best known, The Lifted Veil explores themes of extrasensory perception, the essence of physical life, possible life after death, and the power of fate. The novella is a significant part of the Victorian tradition of horror fiction, which includes such other examples as Robert Louis Stevenson's The Strange Case of Dr. Jekyll and Mr. Hyde (1886), and Bram Stoker's Dracula (1"
J8mN00foJiMC,"Night, Again",Linh Dinh,Seven Stories Press,2011-01-04,Fiction,,,155,en,"A couple's scheme to get rich by killing their father backfires, leaving them in charge of a cripple. In heaven, a baby, dead through neglect, tells his playmates: ""Life down there is just one long sleep."" A young soldier, saved by a stranger, can never again find her to thank her. A man carries a massive clock. Using a variety of techniques and styles, in this collection of twelve short stories contemporary Vietnamese writers—edited by poet, short story writer, and novelist Linh Dinh—show us Vi"
oAwl0QEACAAJ,Peg Woffington,Charles Reade,Double 9 Books,2024-10,Fiction,,,0,en,"Peg Woffington by Charles Reade is a historical fiction novel set in 18th-century England that centers around the life and career of the famous Irish actress, Peg Woffington. The story delves into her rise in the theater, highlighting her acting career and the celebrity culture of the time. Reade explores themes of love, relationships, and the moral dilemmas faced by women in theater, offering a character study that balances romance with social satire. The novel paints a vivid picture of London "
Jbp3AAAACAAJ,A Political Romance,Laurence Sterne,,2013-02-17,,,,425,en,
rrYaMQAACAAJ,The White Company,Arthur Conan Arthur Conan Doyle,Createspace Independent Publishing Platform,2016-12-11,,,,268,en,Why buy our paperbacks? Standard Font size of 10 for all books High Quality Paper Fulfilled by Amazon Expedited shipping 30 Days Money Back Guarantee BEWARE of Low-quality sellers Don't buy cheap paperbacks just to save a few dollars. Most of them use low-quality papers & binding. Their pages fall off easily. Some of them even use very small font size of 6 or less to increase their profit margin. It makes their books completely unreadable. How is this book unique? Unabridged (100% Original conte
j3YVBgAAQBAJ,The Beat Goes On,Ian Rankin,Hachette UK,2015-08-11,Fiction,,,572,en,"There is no detective like Ian Rankin's Detective Inspector John Rebus, a man The New Yorker calls ""the ideal sleuth."" Brilliant, irascible and frequently frustrating to both his friends and his long-suffering bosses, John Rebus has made the dark places of Edinburgh his home for over two decades. The Beat Goes On collects all of Ian Rankin's Rebus short stories for the first time, including two never-before published tales written specifically for this collection. From his beginnings as a young "
4kxC0QEACAAJ,The Tigress,"Anne Warner, R F (Rudolph Frederick) Schabelitz",Anson Street Press,2025-03-28,Fiction,,,0,en,"""The Tigress"" by Anne Warner offers a humorous exploration of man-woman relationships. A timeless romance that delves into the complexities of dating and connection, this engaging story examines the dynamics between men and women with wit and insight. Categorized under fiction, romance, and humorous fiction, ""The Tigress"" provides a captivating look at relationships through the lens of contemporary women. Rediscover this classic work that explores the enduring challenges and joys of finding love"
wFW7DAAAQBAJ,Arrows Of Desire,Emma Blair,Piatkus,2016-11-17,Fiction,,,266,en,"When Steve is killed during enemy action, Beth is devastated. They were due to elope to Gretna Green the following week, and their happiness was complete with the news of Beth's pregnancy. But now, alone and unmarried and with a baby on the way, Beth must survive by herself in war-torn Glasgow. When Beth meets handsome Canadian Gene, a friendship begins; for the first time since Steve's death Beth finds happiness. When Gene asks her to marry him and live with him on his farm in Canada, Beth seiz"
VtCYzgEACAAJ,Four Just Men Annotated,Edgar Wallace,,2021-06-09,,,,145,en,"The Four Just Men is a detective thriller published in 1905 by the British writer Edgar Wallace. The eponymous ""Just Men"" appear in several sequels. Edgar Wallace formed the idea of The Four Just Men -- four wealthy gentleman vigilantes (including a European prince) who punish wrong-doers who are beyond the reach of the Law - while returning to England in 1905. He had to create his own publishing company, Tallis, to publish it and decided to manage a 'guess the murder method' competition in the "
OvpbPgAACAAJ,The Language of the Night,Ursula K. Le Guin,Berkley Trade,1985-03-01,Fantasy fiction,,,262,en,"A collection of twenty-four essays concerned with writing in general, the field of fantasy and science fiction, and with the author's own writing."
SsMAoQEACAAJ,Under the Spell of Eros,P. E. Zimmerman,,2014-06-27,Fiction,,,326,en,"A tale of erotic love in a tumultuous time of war... It is 431 B.C on the eve of the Second Peloponnesian War. Athens and Sparta are poised to descend into a devastating battle for supremacy; a great war that will invariably bring a remarkable civilization to its knees . . . In the city of Athens, a young athlete named Aristion enters the magnificent, newly constructed Parthenon to pray at the altar of the indomitable goddess Athena, haunted by the sins committed against him in his past, and anx"
PlXutAEACAAJ,Turbulence,David Szalay,,2018,English fiction,,,0,en,"The brilliant new short story sequence from the Man Booker-shortlisted author of All That Man Is *Shortlisted for the Edge Hill Short Story Prize 2019* Twelve people on the move around planet Earth, twelve individual lives, each in turmoil, and each in some way touching the next. In this nuanced and deeply moving sequence, David Szalay's diverse protagonists circumnavigate the world in twelve plane journeys, from London to Madrid, from Dakar to Sao Paulo, to Toronto, to Delhi, to Doha, en route "
A9jSyQEACAAJ,"Character Sketches of Romance, Fiction and the Drama",E. Cobham Brewer,Alpha Edition,2019-09-15,,,,266,en,This book has been considered by academicians and scholars of great significance and value to literature. This forms a part of the knowledge base for future generations. So that the book is never forgotten we have represented this book in a print format as the same form as it was originally first published. Hence any marks or annotations seen are left intentionally to preserve its true nature.
Sn-UzQEACAAJ,A Dream of Armageddon Illustrated,H G Wells,,2020-06-03,,,,46,en,"A Dream of Armageddon is a short story by H. G. Wells which was first published in 1901 in the British weekly magazine Black and White.The story opens aboard a train, when an unwell-looking man strikes up a conversation with the narrator when he sees him reading a book about dreams. The white-faced man says that he has little time for dream analysis because, he says, his dreams are killing him."
GGe5zgEACAAJ,Thrilling Tales,David Caglarcan,Independently Published,2021-10-28,,,,0,en,"THRILLING TALES will transport you from the humdrum of everyday life into a series of riveting adventures, reminiscent of classic stories from vintage anthology shows like ""Escape,"" ""X Minus One,"" ""The Twilight Zone,"" and ""Alfred Hitchcock Presents."" Cutting across the science fiction and suspense genres in a single short story collection, Caglarcan serves up a potent literary brew that will keep you on the edge of your seat! 'His stories evoke the times of what is now considered classic radio s"
waanAAAAQBAJ,Naked,Megan Hart,HarperCollins Australia,2013-10-01,Fiction,,,229,en,"No strings...no regrets...and no going back. I didn't think he wanted me. And I wasn't about to get involved with him, not after what I'd heard. Alex Kennedy was tall, dark and unbearably hot, but I've been burned before. Maybe it was stupid of me to offer, but he needed a place to crash and I needed to pay the rent. But now he's my tenant...with benefits. Now that we've crossed that line, I can't seem to find my way back. Except I can't give my heart to a man who's so...unconventional. His last"
f-vgzgEACAAJ,"Index to British Science Fiction Magazines, 1934-1953",Australian Science Fiction Association,,1968,"Science fiction, English",,,,en,
tBWCzgEACAAJ,The Waves Annotated,Virginia Woolf,,2021-06-12,,,,233,en,"One of Woolf's most experimental novels, The Waves presents six characters in monologue - from morning until night, from childhood into old age against a background of the sea. The result is a glorious chorus of voices that exists not to remark on the passing of events but to celebrate the connection between its various individual parts."
2x1kAAAACAAJ,New Italian Fiction,John O'Brien,,1992-01-11,Fiction,,,234,en,"Francesco Guardiani, ""Introduction""/Luigi Malerba, ""From Il fuoco greco""/Antonio Tabucchi, ""Waiting for Winter""/Sandro Zanotto, ""Encounter in the Abele Valley""/Franco Ferrucci, ""From I satelliti di Saturno""/Aldo Busi, ""It's a Deal!""/Maria Corti, ""Love Variations""/Elisabetta Rasy, ""From Il finale della battaglia""Paolo Cherchi, ""Amors de Lonh""/Armando Balduino, ""Killer on the Phone""/Alice Ceresa, ""From Bambine""/Paola Capriolo, ""Letters to Luisa""/Alessandro Carrera, ""The Rose of Yesterday""/Paolo Va"
EqinAgAAQBAJ,Arctic Wings,L. Ron Hubbard,Galaxy Press  LLC,2014-03-22,Fiction,,,103,en,"A charming rogue cut from the same cloth as Robert Mitchum, American engineer Dan Courtney is learning fast that it takes more than a little charm to lay the groundwork for a railroad. Particularly when the plan is to build it across some of the roughest and most dangerous territory on earth. Courtney’s been hired to survey the land that would link up the Uganda Railway to the Anglo-Egyptian railroad. Running through desert, jungle and mountains, this is one line—and story—with more twists and t"
BNq8jwEACAAJ,Paradise Lodge,Nina Stibbe,Viking,2016-06,Leicestershire (England),,,320,en,"This is the story of Lizzie Vogel, a 15 year old girl who finds herself working in an old people's home in Leicestershire in the 1970s. The place is in chaos and it's not really a suitable job for a schoolgirl: she'd only gone for the job because she wanted a new phase and it seemed too exhausting to commit to being a full-time girlfriend or a punk. Lizzie has some knowledge of old people (they're not suited to granary bread, and you mustn't compare them to toddlers) but she doesn't know there's"
-6KAswEACAAJ,Short Reads Fiction Box 2,"Scholastic Inc., Scholastic, Inc",,2018-04-05,Juvenile Nonfiction,,,0,en,"Reading cards to boost fluency and comprehension Help your children to build their fluency and comprehension skills while accessing short texts suitable for Ages 6+ matched to their reading ability. Using these cards and accompanying teacher's guide, you can help children begin to develop the essential skills to become a reader for life. Short Readsprovides children with texts matched to their reading ability to dive deeper into. They read, re-read, discuss and respond in writing about topics, h"
SeknzgEACAAJ,The Angel of Terror Illustrated,Edgar Wallace,,2020-12-26,,,,261,en,"The driver leant over the shining apron which partially protected him from the weather, and shouted: ""Is Miss Beale there?"" The girl started in surprise, taking a step toward the cab. ""I am Miss Beale,"" she said. ""Your editor has sent me for you,"" said the man briskly. The editor of the Megaphone had been guilty of many eccentric acts. He had expressed views on her drawing which she shivered to recall. He had aroused her in the middle of the night to sketch dresses at a fancy dress ball, but nev"
2YmOFligrkYC,Black and Blue,Anna Quindlen,"Wheeler Publishing, Incorporated",1998,Fiction,,,352,en,"An ultimately uplifting tale, full of drama and the details of a personal crisis. Oprah Book Club Choice and international bestseller. ‘The first time my husband hit me, I was nineteen years old’ For eighteen years, Fran Benedetto kept her secret. And hit her bruises. And stayed with Bobby because she wanted her son to have a father. And because, in spite of everything, she loved him. Then one night, when she sae the look on her ten-year-old son’s face, Fran finally made a choice – and ran for b"
sRLvjwEACAAJ,Class Representation in Modern Fiction and Film,K. Gandal,Palgrave Macmillan,2007-06-08,Literary Criticism,,,226,en,"A fresh exploration of the representation of poverty and class in American literature and film, through the juxtaposition of films, writings and the unusual lives of Zora Neale Hurston, Stephen Crane, Henry Miller and Michel Foucault. The book argues for Hurston's centrality, not merely to the African-American canon, but to the American tradition."
fxNH0QEACAAJ,The Silver Menace,Murray Leinster,Anson Street Press,2025-03-28,Fiction,,,0,en,"Experience a thrilling journey into the cosmos with Murray Leinster's ""The Silver Menace,"" a classic of science fiction's golden age. This gripping tale of space adventure plunges readers into a universe threatened by alien invasion, where the fate of humanity hangs in the balance. Leinster, a master of the genre, crafts a compelling narrative of planetary exploration and desperate struggle against an unknown foe. ""The Silver Menace"" is a testament to the enduring power of science fiction, explo"
70-uQwAACAAJ,Old Sticky,Michael Morpurgo,,2004,Readers (Elementary),,,48,en,"Fiction, PYP Level 7"
i23RvAEACAAJ,Uncle Bernac,Arthur Conan Doyle,Independently Published,2018-10-03,Fiction,,,236,en,"Uncle Bernac (+Biography and Bibliography) (Glossy Cover Finish): At this unexpected announcement Talleyrand and Berthier looked at each other in silence, and for once the trained features of the great diplomatist, who lived behind a mask, betrayed the fact that he was still capable of emotion. The spasm which passed over them was caused, however, rather by mischievous amusement than by consternation, while Berthier--who had an honest affection for both Napoleon and Josephine-- ran frantically t"
CSCIAAAACAAJ,Disney Jack Sparrow Fiction 3 Pirate Cha,Rob Kidd,,2007,Children's stories,,,122,en,"Piraten Jack Sparrow og hans lille besætning er på jagt efter et værdifuldt sværd og en guldskat, men kommer på mystisk vis ud i den ene orkan efter den anden"
bzP3XwAACAAJ,The Pages,Murray Bail,Vintage Canada,2009-08-06,Brothers and sisters,,,208,en,"Murray Bail’s first novel since Eucalyptus is a beguiling meditation on friendship and love, on men and women, on landscape and the difficulties of thought itself. What are THE PAGES? On a family sheep station in the interior of Australia, a brother and sister work the property while their reclusive brother Wesley Antill, spends years toiling away in one of the sheds, writing a philosophy. Now he has died. Erica, a philosopher, is sent from Sydney to appraise his work. Accompanying her is Sophie"
3O9kzgEACAAJ,In the Days of Drake Illustrated,J S Fletcher,,2021-04-11,,,,142,en,"Joseph Smith Fletcher (1863-1935) was a British journalist and writer. He wrote about 200 books on a wide variety of subjects, both fiction and Non fiction. He was one of the leading writers of detective fiction in the ""Golden Age."" Fletcher was born in Halifax, West Yorkshire, son of a clergyman. He was educated at Silcoates School in Wakefield. After some study of law, he became a journalist. His first books published were poetry, and he then moved on to write numerous works of bothHistoricalf"
ZJAfAQAAIAAJ,Mama's Baby (papa's Maybe) & Other Stories,"Lewis Davies, Arthur Smith",Parthian,1999,Fiction,,,526,en,"Continuing the Parthian New Welsh Short Fiction series, this work is an anthology of contemporary Welsh writing with 55 short stories from the best of new short fiction. Writers include Leonora Britto, Sian Preece, Anna Hinds, Alun Richards, Meic Stephens, John Sam Jones and Lloyd Rees."
MLVtpt4EmlcC,Time Traders,Andre Norton,Baen,2001-08-01,Fiction,,,452,en,Time Traders
sF5TzQEACAAJ,George Silverman's Explanation,Charles Dickens,,2020-02,,,,36,en,"George Silverman's Explanation"", published in instalments from January to March 1868, was one of the last pieces of fiction written by Charles Dickens, two years before his death. Silverman is born in a Preston cellar, and spends his early years locked in there, often left alone while his parents go out to seek work."
TpvePwam5eUC,Billy Bathgate,E. L. Doctorow,New York : Random House,1989,Fiction,,,348,en,"Billy Bathgate is an urban Huck Finn who comes of age in New York City in the 1930s as the protege of Dutch Schultz, one of the most abominable gangsters of his time, but one of life's great teachers as well. Copyright © Libri GmbH. All rights reserved."
3ag4zAEACAAJ,Typee Illustrated,Herman Melville,,2019-11-26,,,,406,en,"Typee: A Peep at Polynesian Life is the first book by American writer Herman Melville, published first in London, then New York, in 1846. Considered a classic in travel and adventure literature, the narrative is partly based on the author's actual experiences on the island Nuku Hiva in the South Pacific Marquesas Islands in 1842, liberally supplemented with imaginative reconstruction and adaptation of material from other books. The title is from the province Tai Pi Vai. Typee was Melville's most"
1VH_Ad1CiQgC,Ines of My Soul LP,Isabel Allende,Harper,2006-11-07,Fiction,,,526,en,"This magisterial work of historical fiction recounts the astonishing life of Inés Suárez, a daring Spanish conquistadora who toiled to build the nation of Chile—and whose vital role has too often been neglected by history. It is the beginning of the Spanish conquest of the Americas, and when Inés’s shiftless husband disappears to the New World, she uses the opportunity to search for him as an excuse to flee her stifling homeland and seek adventure. After a treacherous journey to Peru, she learns"
